condition	mean_nuclear_wapl_fluorescence	normalised_wapl_fluorescence	figure_panel	mean_nuclear_sororin_fluorescence	normalised_sororin_fluorescence	mean_nuclear_smc4_fluorescence	normalised_smc4_fluorescence	mean_nuclear_nipbl_fluorescence	normalised_nipbl_fluorescence	mean_halo-tmr_fluorescence
smc4-aid_wapl-dtag_plus_dtag	6.24062549360291	0.076535	Appendix Fig. S1f, g			24.2145948507345	0.640524			
smc4-aid_wapl-dtag_plus_dtag	6.21325059890822	0.074846	Appendix Fig. S1f, g			26.2446687350273	0.711406			
smc4-aid_wapl-dtag_plus_dtag	5.83149466192171	0.051295	Appendix Fig. S1f, g			25.7930160142349	0.695636			
smc4-aid_wapl-dtag_plus_dtag	6.81510215882806	0.111974	Appendix Fig. S1f, g			33.4202486507325	0.96195			
smc4-aid_wapl-dtag_plus_dtag	6.30506622371814	0.08051	Appendix Fig. S1f, g			28.8263758359925	0.801549			
smc4-aid_wapl-dtag_plus_dtag	6.24620303756994	0.076879	Appendix Fig. S1f, g			23.1663868904876	0.603924			
smc4-aid_wapl-dtag_plus_dtag	7.70557633458007	0.166908	Appendix Fig. S1f, g			35.5552986512524	1.036498			
smc4-aid_wapl-dtag_plus_dtag	7.40465674951492	0.148344	Appendix Fig. S1f, g			28.4225630601497	0.78745			
smc4-aid_wapl-dtag_plus_dtag	7.43287242013487	0.150085	Appendix Fig. S1f, g			39.8032831550984	1.184821			
smc4-aid_wapl-dtag_plus_dtag	7.4394837809557	0.150493	Appendix Fig. S1f, g			35.3371410301128	1.028881			
smc4-aid_wapl-dtag_plus_dtag	7.27979218530144	0.140641	Appendix Fig. S1f, g			35.7962171230653	1.04491			
smc4-aid_wapl-dtag_plus_dtag	6.83670341622584	0.113307	Appendix Fig. S1f, g			26.8669352845207	0.733133			
smc4-aid_wapl-dtag_plus_dtag	6.90211491011632	0.117342	Appendix Fig. S1f, g			11.1131124427212	0.18307			
smc4-aid_wapl-dtag_plus_dtag	6.72602579589292	0.106479	Appendix Fig. S1f, g			11.1462806374937	0.184228			
smc4-aid_wapl-dtag_plus_dtag	7.85418550574861	0.176076	Appendix Fig. S1f, g			31.167807776773	0.883303			
smc4-aid_wapl-dtag_plus_dtag	6.59158281383378	0.098185	Appendix Fig. S1f, g			27.1660415427197	0.743577			
smc4-aid_wapl-dtag_plus_dtag	5.53836485014385	0.033212	Appendix Fig. S1f, g			14.7923801011145	0.311536			
smc4-aid_wapl-dtag_plus_dtag	6.68304986630648	0.103828	Appendix Fig. S1f, g			24.2838988891033	0.642943			
smc4-aid_wapl-dtag_plus_dtag	6.63041794238076	0.100581	Appendix Fig. S1f, g			22.2697628093991	0.572617			
smc4-aid_wapl-dtag_plus_dtag	5.89806678383128	0.055402	Appendix Fig. S1f, g			24.753399315512	0.659337			
smc4-aid_wapl-dtag_plus_dtag	6.40570218633051	0.086718	Appendix Fig. S1f, g			28.5794760685444	0.792929			
smc4-aid_wapl-dtag_plus_dtag	8.00946395934003	0.185655	Appendix Fig. S1f, g			20.6614506396935	0.516461			
smc4-aid_wapl-dtag_plus_dtag	7.7209841827768	0.167858	Appendix Fig. S1f, g			44.656625659051	1.354282			
smc4-aid_wapl-dtag_plus_dtag	7.55247117387108	0.157463	Appendix Fig. S1f, g			45.9019911616803	1.397765			
smc4-aid_wapl-dtag_plus_dtag	7.54549396937254	0.157032	Appendix Fig. S1f, g			30.6759181460903	0.866128			
smc4-aid_wapl-dtag_plus_dtag	7.48583155475291	0.153352	Appendix Fig. S1f, g			50.0812674437695	1.54369			
smc4-aid_wapl-dtag_plus_dtag	7.28729197724299	0.141104	Appendix Fig. S1f, g			26.6005810946485	0.723833			
smc4-aid_wapl-dtag_plus_dtag	7.80172241137593	0.172839	Appendix Fig. S1f, g			35.1979771680353	1.024022			
smc4-aid_wapl-dtag_plus_dtag	8.41514995051848	0.210682	Appendix Fig. S1f, g			37.7461813174992	1.112995			
smc4-aid_wapl-dtag_plus_dtag	7.26867247294801	0.139955	Appendix Fig. S1f, g			33.308419107944	0.958045			
smc4-aid_wapl-dtag_plus_dtag	7.15309856620073	0.132825	Appendix Fig. S1f, g			34.2682024516568	0.991557			
smc4-aid_wapl-dtag_plus_dtag	7.04532183145322	0.126177	Appendix Fig. S1f, g			30.6927892059279	0.866718			
smc4-aid_wapl-dtag_plus_dtag	8.436160834068	0.211978	Appendix Fig. S1f, g			37.846391199356	1.116494			
smc4-aid_wapl-dtag_plus_dtag	6.36595963638443	0.084266	Appendix Fig. S1f, g			25.2837459264765	0.677854			
smc4-aid_wapl-dtag_plus_dtag	6.04669270970807	0.064571	Appendix Fig. S1f, g			19.917066990445	0.49047			
smc4-aid_wapl-dtag_plus_dtag	6.70245573957738	0.105025	Appendix Fig. S1f, g			36.55920426423	1.07155			
smc4-aid_wapl-dtag_plus_dtag	6.00065233699729	0.061731	Appendix Fig. S1f, g			18.8290224730096	0.45248			
smc4-aid_wapl-dtag_plus_dtag	8.06168113597296	0.188876	Appendix Fig. S1f, g			29.0988198246349	0.811062			
smc4-aid_wapl-dtag_plus_dtag	7.73894034827714	0.168966	Appendix Fig. S1f, g			39.6713227121156	1.180214			
smc4-aid_wapl-dtag_plus_dtag	8.04904119318182	0.188096	Appendix Fig. S1f, g			29.5139382102273	0.825557			
smc4-aid_wapl-dtag_plus_dtag	8.3279060881379	0.2053	Appendix Fig. S1f, g			31.1443703829498	0.882485			
smc4-aid_wapl-dtag_plus_dtag	7.06931398587809	0.127657	Appendix Fig. S1f, g			36.0921811232752	1.055244			
smc4-aid_wapl-dtag_plus_dtag	7.80982232706996	0.173339	Appendix Fig. S1f, g			28.3377930283584	0.78449			
smc4-aid_wapl-dtag_plus_dtag	6.92078004920871	0.118494	Appendix Fig. S1f, g			22.7476686613408	0.589304			
smc4-aid_wapl-dtag_plus_dtag	6.12617818844835	0.069474	Appendix Fig. S1f, g			23.9173645662721	0.630145			
smc4-aid_wapl-dtag_plus_dtag	6.25753233135267	0.077578	Appendix Fig. S1f, g			21.5479902132122	0.547416			
smc4-aid_wapl-dtag_plus_dtag	6.67308587773565	0.103213	Appendix Fig. S1f, g			21.0573405175281	0.530284			
smc4-aid_wapl-dtag_plus_dtag	7.55215890475076	0.157443	Appendix Fig. S1f, g			31.036917856307	0.878733			
smc4-aid_wapl-dtag_plus_dtag	6.78587664797697	0.110171	Appendix Fig. S1f, g			28.4563721776027	0.78863			
smc4-aid_wapl-dtag_plus_dtag	7.24457384859714	0.138468	Appendix Fig. S1f, g			45.4398218789898	1.381628			
smc4-aid_wapl-dtag_plus_dtag	7.76117037724181	0.170337	Appendix Fig. S1f, g			36.5292980828695	1.070506			
smc4-aid_wapl-dtag_plus_dtag	7.47394997920751	0.152619	Appendix Fig. S1f, g			41.5709320976653	1.246541			
smc4-aid_wapl-dtag_plus_dtag	6.80708623588758	0.11148	Appendix Fig. S1f, g			29.1728080711026	0.813646			
smc4-aid_wapl-dtag_plus_dtag	6.52781806399852	0.094252	Appendix Fig. S1f, g			39.7370012651588	1.182507			
smc4-aid_wapl-dtag_plus_dtag	5.6969213496425	0.042993	Appendix Fig. S1f, g			20.2394669975773	0.501727			
smc4-aid_wapl-dtag_plus_dtag	6.55593353863783	0.095986	Appendix Fig. S1f, g			44.3408651435938	1.343256			
smc4-aid_wapl-dtag_plus_dtag	7.6471077325098	0.163301	Appendix Fig. S1f, g			44.1988656610049	1.338298			
smc4-aid_wapl-dtag_plus_dtag	6.44703676380179	0.089268	Appendix Fig. S1f, g			35.4238595844092	1.031909			
smc4-aid_wapl-dtag_plus_dtag	5.90004231013328	0.055524	Appendix Fig. S1f, g			21.2042169099499	0.535413			
smc4-aid_wapl-dtag_plus_dtag	5.5584820918814	0.034453	Appendix Fig. S1f, g			19.6512008525863	0.481187			
smc4-aid_wapl-dtag_plus_dtag	7.99141119567537	0.184541	Appendix Fig. S1f, g			31.5991891315172	0.898366			
smc4-aid_wapl-dtag_plus_dtag	8.3318279913676	0.205542	Appendix Fig. S1f, g			42.9896890736152	1.296079			
smc4-aid_wapl-dtag_plus_dtag	8.05901212303376	0.188711	Appendix Fig. S1f, g			33.9464315532846	0.980322			
smc4-aid_wapl-dtag_plus_dtag	8.16891456504833	0.195491	Appendix Fig. S1f, g			33.0357960226642	0.948526			
smc4-aid_wapl-dtag_plus_dtag	7.19727891156463	0.135551	Appendix Fig. S1f, g			30.5936671857498	0.863257			
smc4-aid_wapl-dtag_plus_dtag	7.8983359861091	0.178799	Appendix Fig. S1f, g			47.424077557517	1.450911			
smc4-aid_wapl-dtag_plus_dtag	7.36260065767329	0.14575	Appendix Fig. S1f, g			27.0185650293882	0.738428			
smc4-aid_wapl-dtag_plus_dtag	7.19050964363265	0.135133	Appendix Fig. S1f, g			43.9394558692042	1.329241			
smc4-aid_wapl-dtag_plus_dtag	7.1554095168553	0.132968	Appendix Fig. S1f, g			36.9325382337431	1.084586			
smc4-aid_wapl-dtag_plus_dtag	6.79426951725956	0.110689	Appendix Fig. S1f, g			38.396475577333	1.135701			
smc4-aid_wapl-dtag_plus_dtag	6.56006275945478	0.096241	Appendix Fig. S1f, g			23.1415683326251	0.603058			
smc4-aid_wapl-dtag_plus_dtag	6.10295457503579	0.068042	Appendix Fig. S1f, g			18.2467135233633	0.432148			
smc4-aid_wapl-dtag_plus_dtag	7.83565545040308	0.174932	Appendix Fig. S1f, g			37.8711444093936	1.117358			
smc4-aid_wapl-dtag_plus_dtag	8.05605571065592	0.188529	Appendix Fig. S1f, g			41.1993475328586	1.233567			
smc4-aid_wapl-dtag_plus_dtag	7.50590117419783	0.15459	Appendix Fig. S1f, g			51.394820248121	1.589554			
smc4-aid_wapl-dtag_plus_dtag	8.14185705396035	0.193822	Appendix Fig. S1f, g			45.2315539159036	1.374356			
smc4-aid_wapl-dtag_plus_dtag	7.69662576687117	0.166356	Appendix Fig. S1f, g			31.9530313966077	0.91072			
smc4-aid_wapl-dtag_plus_dtag	7.14404238024498	0.132267	Appendix Fig. S1f, g			42.1030916276593	1.265122			
smc4-aid_wapl-dtag_plus_dtag	7.66038866535399	0.16412	Appendix Fig. S1f, g			44.8033558770653	1.359405			
smc4-aid_wapl-dtag_plus_dtag	8.03353964332021	0.18714	Appendix Fig. S1f, g			22.4900310688162	0.580308			
smc4-aid_wapl-dtag_plus_dtag	7.47036238884348	0.152397	Appendix Fig. S1f, g			37.1839439201407	1.093364			
smc4-aid_wapl-dtag_plus_dtag	7.01942163333165	0.124579	Appendix Fig. S1f, g			26.3482543201169	0.715023			
smc4-aid_wapl-dtag_plus_dtag	7.43779741672332	0.150388	Appendix Fig. S1f, g			37.731344454322	1.112477			
smc4-aid_wapl-dtag_plus_dtag	8.03109090749224	0.186989	Appendix Fig. S1f, g			24.4795702139258	0.649775			
smc4-aid_wapl-dtag_plus_dtag	7.74572480628911	0.169385	Appendix Fig. S1f, g			32.6728714392211	0.935854			
smc4-aid_wapl-dtag_plus_dtag	7.86963158734137	0.177028	Appendix Fig. S1f, g			43.6539153812855	1.319271			
smc4-aid_wapl-dtag_plus_dtag	7.42084206116464	0.149343	Appendix Fig. S1f, g			44.1326979472141	1.335988			
smc4-aid_wapl-dtag_plus_dtag	7.58246635349722	0.159313	Appendix Fig. S1f, g			37.2331191100608	1.095081			
smc4-aid_wapl-dtag_plus_dtag	9.19075605139954	0.258529	Appendix Fig. S1f, g			27.9293355911943	0.770228			
smc4-aid_wapl-dtag_plus_dtag	7.36814955040227	0.146092	Appendix Fig. S1f, g			37.5140085186938	1.104889			
smc4-aid_wapl-dtag_plus_dtag	7.11043901696721	0.130194	Appendix Fig. S1f, g			24.2823175835045	0.642888			
smc4-aid_wapl-dtag_plus_dtag	7.00581502111771	0.123739	Appendix Fig. S1f, g			24.6332047907613	0.65514			
smc4-aid_wapl-dtag_plus_dtag	8.30528412419449	0.203904	Appendix Fig. S1f, g			33.3480960749854	0.959431			
smc4-aid_wapl-dtag_plus_dtag	7.81920398818716	0.173918	Appendix Fig. S1f, g			35.0529952044217	1.018959			
smc4-aid_wapl-dtag_plus_dtag	6.61893095293892	0.099872	Appendix Fig. S1f, g			33.5848015509491	0.967696			
smc4-aid_wapl-dtag_plus_dtag	7.7032523947427	0.166764	Appendix Fig. S1f, g			34.7336600579194	1.007809			
smc4-aid_wapl-dtag_plus_dtag	7.67377751802065	0.164946	Appendix Fig. S1f, g			43.2344876290668	1.304626			
smc4-aid_wapl-dtag_plus_dtag	7.90060172138015	0.178939	Appendix Fig. S1f, g			36.3444537537766	1.064052			
smc4-aid_wapl-dtag_plus_dtag	7.96776089104944	0.183082	Appendix Fig. S1f, g			39.5121397473223	1.174656			
smc4-aid_wapl-dtag_plus_dtag	7.19649122807018	0.135502	Appendix Fig. S1f, g			41.3765903307888	1.239755			
smc4-aid_wapl-dtag_plus_dtag	7.38122136811864	0.146898	Appendix Fig. S1f, g			30.8538512306856	0.872341			
smc4-aid_wapl-dtag_plus_dtag	6.83228331050675	0.113034	Appendix Fig. S1f, g			32.8742320485228	0.942885			
smc4-aid_wapl-dtag_plus_dtag	7.34765711396885	0.144828	Appendix Fig. S1f, g			38.1349489715315	1.126569			
smc4-aid_wapl-dtag_plus_dtag	7.37042208453326	0.146232	Appendix Fig. S1f, g			40.2935101957704	1.201938			
smc4-aid_wapl-dtag_plus_dtag	8.42144403652452	0.21107	Appendix Fig. S1f, g			26.0585992657441	0.704909			
smc4-aid_wapl-dtag_plus_dtag	6.99378685094782	0.122997	Appendix Fig. S1f, g			38.3876878209599	1.135394			
smc4-aid_wapl-dtag_plus_dtag	7.6441364113864	0.163118	Appendix Fig. S1f, g			24.6105203822798	0.654348			
smc4-aid_wapl-dtag_plus_dtag	7.12371426361785	0.131013	Appendix Fig. S1f, g			30.6556933309273	0.865422			
smc4-aid_wapl-dtag_plus_dtag	5.59329703740366	0.036601	Appendix Fig. S1f, g			16.4246623771477	0.368529			
smc4-aid_wapl-dtag_plus_dtag	7.39376891884174	0.147672	Appendix Fig. S1f, g			29.3559169569935	0.820039			
smc4-aid_wapl-dtag_plus_dtag	7.51663368899902	0.155252	Appendix Fig. S1f, g			29.826062836326	0.836455			
smc4-aid_wapl-dtag_plus_dtag	6.75818298094998	0.108463	Appendix Fig. S1f, g			28.3020484099145	0.783242			
smc4-aid_wapl-dtag_plus_dtag	8.27040611983339	0.201752	Appendix Fig. S1f, g			23.3753804870234	0.611221			
smc4-aid_wapl-dtag_plus_dtag	6.7480581193457	0.107838	Appendix Fig. S1f, g			26.5390889152883	0.721686			
smc4-aid_wapl-dtag_plus_dtag	7.56933011101881	0.158503	Appendix Fig. S1f, g			28.8529944868212	0.802479			
smc4-aid_wapl-dtag_plus_dtag	7.44288029412476	0.150702	Appendix Fig. S1f, g			39.782284788235	1.184088			
smc4-aid_wapl-dtag_plus_dtag	7.62604785723	0.162002	Appendix Fig. S1f, g			39.2903501280956	1.166912			
smc4-aid_wapl-dtag_plus_dtag	9.06636911403704	0.250856	Appendix Fig. S1f, g			21.8756527560812	0.558857			
smc4-aid_wapl-dtag_plus_dtag	7.80975713266074	0.173335	Appendix Fig. S1f, g			45.1794594803141	1.372537			
smc4-aid_wapl-dtag_plus_dtag	6.77415472152314	0.109448	Appendix Fig. S1f, g			20.6094321041689	0.514645			
smc4-aid_wapl-dtag_plus_dtag	7.89178040527696	0.178395	Appendix Fig. S1f, g			42.7450861118504	1.287538			
smc4-aid_wapl-dtag_plus_dtag	7.45849547351654	0.151665	Appendix Fig. S1f, g			41.1484363973627	1.231789			
smc4-aid_wapl-dtag_plus_dtag	7.75206754959227	0.169776	Appendix Fig. S1f, g			29.6380197790758	0.829889			
smc4-aid_wapl-dtag_plus_dtag	7.60047562425684	0.160424	Appendix Fig. S1f, g			31.1906227413677	0.8841			
smc4-aid_wapl-dtag_plus_dtag	7.23174848934477	0.137677	Appendix Fig. S1f, g			32.256951164441	0.921332			
smc4-aid_wapl-dtag_plus_dtag	6.70502071251036	0.105183	Appendix Fig. S1f, g			31.5725269262635	0.897435			
smc4-aid_wapl-dtag_plus_dtag	6.69345455701434	0.10447	Appendix Fig. S1f, g			30.5365101567219	0.861261			
smc4-aid_wapl-dtag_plus_dtag	6.93195281251582	0.119183	Appendix Fig. S1f, g			26.6852311275378	0.726789			
smc4-aid_wapl-dtag_plus_dtag	7.4738202129881	0.152611	Appendix Fig. S1f, g			28.885362288578	0.803609			
smc4-aid_wapl-dtag_plus_dtag	6.06156277109927	0.065488	Appendix Fig. S1f, g			23.2784421861445	0.607837			
smc4-aid_wapl-dtag_plus_dtag	7.59771599311253	0.160254	Appendix Fig. S1f, g			42.2062696242277	1.268724			
smc4-aid_wapl-dtag_plus_dtag	7.35326658013474	0.145174	Appendix Fig. S1f, g			23.9753384016317	0.63217			
smc4-aid_wapl-dtag_plus_dtag	7.87692526516845	0.177478	Appendix Fig. S1f, g			43.6874669809404	1.320442			
smc4-aid_wapl-dtag_plus_dtag	7.01454401478158	0.124278	Appendix Fig. S1f, g			39.9902336016893	1.191349			
smc4-aid_wapl-dtag_plus_dtag	7.55968927646656	0.157908	Appendix Fig. S1f, g			41.5531414625435	1.24592			
smc4-aid_wapl-dtag_plus_dtag	6.96092164317773	0.12097	Appendix Fig. S1f, g			40.8123552785798	1.220054			
smc4-aid_wapl-dtag_plus_dtag	7.20053362979433	0.135752	Appendix Fig. S1f, g			30.1116175653141	0.846425			
smc4-aid_wapl-dtag_plus_dtag	7.87264844486334	0.177215	Appendix Fig. S1f, g			38.4663901979265	1.138142			
smc4-aid_wapl-dtag_plus_dtag	6.97224042283668	0.121668	Appendix Fig. S1f, g			38.3438605687328	1.133864			
smc4-aid_wapl-dtag_plus_dtag	7.96250897884468	0.182758	Appendix Fig. S1f, g			23.7748221609472	0.625168			
smc4-aid_wapl-dtag_plus_dtag	6.71624171049623	0.105875	Appendix Fig. S1f, g			28.2360793505603	0.780939			
smc4-aid_wapl-dtag_plus_dtag	7.03017656500803	0.125242	Appendix Fig. S1f, g			40.167191011236	1.197528			
smc4-aid_wapl-dtag_plus_dtag	7.75097227968556	0.169708	Appendix Fig. S1f, g			26.5699213901531	0.722763			
smc4-aid_wapl-dtag_plus_dtag	7.12813423586615	0.131285	Appendix Fig. S1f, g			34.9902040232625	1.016767			
smc4-aid_wapl-dtag_plus_dtag	6.79872389791183	0.110964	Appendix Fig. S1f, g			29.2535527842227	0.816465			
smc4-aid_wapl-dtag_plus_dtag	6.54618202853837	0.095384	Appendix Fig. S1f, g			35.1629065432575	1.022797			
smc4-aid_wapl-dtag_plus_dtag	7.06973734459201	0.127683	Appendix Fig. S1f, g			31.1890779479781	0.884046			
smc4-aid_wapl-dtag_plus_dtag	6.59102052872545	0.098151	Appendix Fig. S1f, g			29.8699453551913	0.837987			
smc4-aid_wapl-dtag_plus_dtag	7.69318074467942	0.166143	Appendix Fig. S1f, g			42.4376442327157	1.276803			
smc4-aid_wapl-dtag_plus_dtag	7.39162199867832	0.14754	Appendix Fig. S1f, g			46.5965195682502	1.422015			
smc4-aid_wapl-dtag_plus_dtag	8.95112021380223	0.243746	Appendix Fig. S1f, g			41.4843269975273	1.243517			
smc4-aid_wapl-dtag_plus_dtag	7.9067646981316	0.179319	Appendix Fig. S1f, g			37.5026220781616	1.104491			
smc4-aid_wapl-dtag_plus_dtag	7.52722476066144	0.155905	Appendix Fig. S1f, g			34.4177273716275	0.996778			
smc4-aid_wapl-dtag_plus_dtag	8.68097192180962	0.22708	Appendix Fig. S1f, g			36.3423760334755	1.06398			
smc4-aid_wapl-dtag_plus_dtag	8.30563661802918	0.203926	Appendix Fig. S1f, g			39.2225864481311	1.164546			
smc4-aid_wapl-dtag_plus_dtag	7.5852146237694	0.159483	Appendix Fig. S1f, g			36.3394403126598	1.063877			
smc4-aid_wapl-dtag_plus_dtag	7.83937308719468	0.175162	Appendix Fig. S1f, g			34.748162732217	1.008316			
smc4-aid_wapl-dtag_plus_dtag	8.63938662405223	0.224515	Appendix Fig. S1f, g			24.5542994117847	0.652385			
smc4-aid_wapl-dtag_plus_dtag	8.09316894702551	0.190819	Appendix Fig. S1f, g			23.2840341469119	0.608032			
smc4-aid_wapl-dtag_plus_dtag	9.97665622599137	0.307011	Appendix Fig. S1f, g			31.9484073045328	0.910559			
smc4-aid_wapl-dtag_plus_dtag	7.19280094011854	0.135275	Appendix Fig. S1f, g			37.2607807071326	1.096047			
smc4-aid_wapl-dtag_plus_dtag	7.72238698953818	0.167945	Appendix Fig. S1f, g			40.3031972101815	1.202276			
smc4-aid_wapl-dtag_plus_dtag	7.62227141363832	0.161769	Appendix Fig. S1f, g			29.7833733013589	0.834964			
smc4-aid_wapl-dtag_plus_dtag	7.65888727257395	0.164028	Appendix Fig. S1f, g			26.7865410157485	0.730326			
smc4-aid_wapl-dtag_plus_dtag	7.62040113202904	0.161653	Appendix Fig. S1f, g			30.7582625815184	0.869004			
smc4-aid_wapl-dtag_plus_dtag	7.81904048839486	0.173907	Appendix Fig. S1f, g			31.8090767724472	0.905694			
smc4-aid_wapl-dtag_plus_dtag	7.84990316333118	0.175811	Appendix Fig. S1f, g			45.7444392276542	1.392264			
smc4-aid_wapl-dtag_plus_dtag	7.79427054931472	0.172379	Appendix Fig. S1f, g			52.1439633547824	1.615711			
smc4-aid_wapl-dtag_plus_dtag	8.57223645170289	0.220372	Appendix Fig. S1f, g			36.9125351862653	1.083887			
smc4-aid_wapl-dtag_plus_dtag	8.00302357999725	0.185257	Appendix Fig. S1f, g			25.6929888284609	0.692143			
smc4-aid_wapl-dtag_plus_dtag	8.05561142612603	0.188502	Appendix Fig. S1f, g			27.7833743447095	0.765132			
smc4-aid_wapl-dtag_plus_dtag	7.33749784594175	0.144201	Appendix Fig. S1f, g			30.422238497329	0.857271			
smc4-aid_wapl-dtag_plus_dtag	6.7251172727695	0.106423	Appendix Fig. S1f, g			19.5160234081092	0.476467			
smc4-aid_wapl-dtag_plus_dtag	8.72209800438826	0.229617	Appendix Fig. S1f, g			35.2612057256295	1.026229			
smc4-aid_wapl-dtag_plus_dtag	7.90186313149409	0.179017	Appendix Fig. S1f, g			36.691168040129	1.076158			
smc4-aid_wapl-dtag_plus_dtag	8.30564851207187	0.203926	Appendix Fig. S1f, g			34.5454463784391	1.001238			
smc4-aid_wapl-dtag_plus_dtag	8.25822281941929	0.201001	Appendix Fig. S1f, g			39.8968666627719	1.188089			
smc4-aid_wapl-dtag_plus_dtag	7.26065837293822	0.139461	Appendix Fig. S1f, g			45.2570589879788	1.375246			
smc4-aid_wapl-dtag_plus_dtag	6.8013686214085	0.111127	Appendix Fig. S1f, g			40.8786821354119	1.22237			
smc4-aid_wapl-dtag_plus_dtag	7.05726893726991	0.126914	Appendix Fig. S1f, g			31.4139990735549	0.891899			
smc4-aid_wapl-dtag_plus_dtag	8.24248556131698	0.20003	Appendix Fig. S1f, g			36.2003920576704	1.059022			
smc4-aid_wapl-dtag_plus_dtag	8.47390614373158	0.214306	Appendix Fig. S1f, g			43.2840852414419	1.306358			
smc4-aid_wapl-dtag_plus_dtag	8.05410428282069	0.188409	Appendix Fig. S1f, g			47.1996283071269	1.443074			
smc4-aid_wapl-dtag_plus_dtag	7.37890625	0.146755	Appendix Fig. S1f, g			19.369921875	0.471366			
smc4-aid_wapl-dtag_plus_dtag	7.27641143951595	0.140433	Appendix Fig. S1f, g			21.468005919993	0.544623			
smc4-aid_wapl-dtag_plus_dtag	7.88759400549921	0.178137	Appendix Fig. S1f, g			37.076369794417	1.089608			
smc4-aid_wapl-dtag_plus_dtag	6.83926688833022	0.113465	Appendix Fig. S1f, g			30.7193455518612	0.867645			
smc4-aid_wapl-dtag_plus_dtag	8.18119928655764	0.196249	Appendix Fig. S1f, g			45.2951490943804	1.376576			
smc4-aid_wapl-dtag_plus_dtag	8.46258018531718	0.213608	Appendix Fig. S1f, g			47.4458066048943	1.451669			
smc4-aid_wapl-dtag_plus_dtag	8.02410366083784	0.186558	Appendix Fig. S1f, g			47.0265945401937	1.437032			
smc4-aid_wapl-dtag_plus_dtag	7.57543413807709	0.158879	Appendix Fig. S1f, g			31.2455456727375	0.886018			
smc4-aid_wapl-dtag_plus_dtag	7.4748904224564	0.152677	Appendix Fig. S1f, g			33.7920591252448	0.974932			
smc4-aid_wapl-dtag_plus_dtag	7.67432589446693	0.16498	Appendix Fig. S1f, g			26.8957890941143	0.734141			
smc4-aid_wapl-dtag_plus_dtag	7.44744611750812	0.150984	Appendix Fig. S1f, g			26.2186933232106	0.710499			
smc4-aid_wapl-dtag_plus_dtag	7.09097430546498	0.128993	Appendix Fig. S1f, g			25.8931133428981	0.699131			
smc4-aid_wapl-dtag_plus_dtag	8.25769083656631	0.200968	Appendix Fig. S1f, g			37.699961750724	1.111381			
smc4-aid_wapl-dtag_plus_dtag	7.19052493653263	0.135134	Appendix Fig. S1f, g			37.4620833674556	1.103076			
smc4-aid_wapl-dtag_plus_dtag	8.6255306576267	0.22366	Appendix Fig. S1f, g			31.765655371888	0.904178			
smc4-aid_wapl-dtag_plus_dtag	7.86910932380101	0.176996	Appendix Fig. S1f, g			31.9692433720584	0.911286			
smc4-aid_wapl-dtag_plus_dtag	7.67466481967051	0.165001	Appendix Fig. S1f, g			24.4302181764211	0.648052			
smc4-aid_wapl-dtag_plus_dtag	6.72071677194792	0.106152	Appendix Fig. S1f, g			21.4774268402733	0.544952			
smc4-aid_wapl-dtag_plus_dtag	8.40118175803618	0.20982	Appendix Fig. S1f, g			37.791047840668	1.114562			
smc4-aid_wapl-dtag_plus_dtag	7.07745530906741	0.128159	Appendix Fig. S1f, g			27.2011361188886	0.744802			
smc4-aid_wapl-dtag_plus_dtag	7.43838234892548	0.150425	Appendix Fig. S1f, g			28.0036591027006	0.772823			
smc4-aid_wapl-dtag_plus_dtag	7.40764180796297	0.148528	Appendix Fig. S1f, g			36.8041373447315	1.080103			
smc4-aid_wapl-dtag_plus_dtag	7.67631791990095	0.165103	Appendix Fig. S1f, g			36.8729701414353	1.082506			
smc4-aid_wapl-dtag_plus_dtag	7.57706550620332	0.15898	Appendix Fig. S1f, g			22.5646588698035	0.582914			
smc4-aid_wapl-dtag_plus_dtag	7.89484565480858	0.178584	Appendix Fig. S1f, g			19.1155866067822	0.462486			
smc4-aid_wapl-dtag_plus_dtag	8.12708096370593	0.192911	Appendix Fig. S1f, g			34.7304656533278	1.007698			
smc4-aid_wapl-dtag_plus_dtag	7.60831627181437	0.160908	Appendix Fig. S1f, g			48.8996782684996	1.502433			
smc4-aid_wapl-dtag_plus_dtag	8.02977530569902	0.186908	Appendix Fig. S1f, g			47.5435483158964	1.455082			
smc4-aid_wapl-dtag_plus_dtag	7.2485549132948	0.138714	Appendix Fig. S1f, g			33.5320690474305	0.965854			
smc4-aid_wapl-dtag_plus_dtag	7.28678635888667	0.141073	Appendix Fig. S1f, g			58.2618029828061	1.829323			
smc4-aid_wapl-dtag_plus_dtag	6.97649516845129	0.121931	Appendix Fig. S1f, g			33.4694959519457	0.96367			
smc4-aid_wapl-dtag_plus_dtag	8.11947927682933	0.192442	Appendix Fig. S1f, g			44.8709271289721	1.361764			
smc4-aid_wapl-dtag_plus_dtag	7.54774715880519	0.157171	Appendix Fig. S1f, g			38.8266368299306	1.150721			
smc4-aid_wapl-dtag_plus_dtag	7.40799457158719	0.14855	Appendix Fig. S1f, g			24.0459101844427	0.634634			
smc4-aid_wapl-dtag_plus_dtag	7.86881868131868	0.176978	Appendix Fig. S1f, g			42.3770604395604	1.274688			
smc4-aid_wapl-dtag_plus_dtag	7.70730261385071	0.167014	Appendix Fig. S1f, g			38.4293451899757	1.136849			
smc4-aid_wapl-dtag_plus_dtag	8.05683409327541	0.188577	Appendix Fig. S1f, g			29.8185294223243	0.836192			
