image_name	condition	mean_smc4_fluorescence	normalised_smc4_fluorescence	figure_panel	mean_h3s10p_fluorescence	normalised_h3s10p_fluorescence	mean_cyclinb1_fluorescence	normalised_cyclinb1_fluorescence
220919_5618_wt_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep3-03-09.czi #11.tif_registered.tif	wild_type_prometa_stain_cyclinb1			fig_ev2d			133.973521728806	0.320164
220919_5618_wt_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep3-03-09.czi #12.tif_registered.tif	wild_type_prometa_stain_cyclinb1			fig_ev2d			83.510924527124	0.197276
220919_5618_wt_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep3-03-09.czi #13.tif_registered.tif	wild_type_prometa_stain_cyclinb1			fig_ev2d			92.5652540570109	0.219326
220919_5618_wt_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep3-03-09.czi #14.tif_registered.tif	wild_type_prometa_stain_cyclinb1			fig_ev2d			90.2840864706981	0.21377
220919_5618_wt_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep3-03-09.czi #15.tif_registered.tif	wild_type_prometa_stain_cyclinb1			fig_ev2d			142.526441144157	0.340993
220919_5618_wt_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep3-03-09.czi #16.tif_registered.tif	wild_type_prometa_stain_cyclinb1			fig_ev2d			148.23868750939	0.354903
220919_5618_wt_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep3-03-09.czi #17.tif_registered.tif	wild_type_prometa_stain_cyclinb1			fig_ev2d			92.808559607639	0.219918
220919_5618_wt_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep3-03-09.czi #18.tif_registered.tif	wild_type_prometa_stain_cyclinb1			fig_ev2d			128.073284874151	0.305796
220919_5618_wt_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep3-03-09.czi #19.tif_registered.tif	wild_type_prometa_stain_cyclinb1			fig_ev2d			152.968506303032	0.366422
220919_5618_wt_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep3-03-09.czi #20.tif_registered.tif	wild_type_prometa_stain_cyclinb1			fig_ev2d			114.955914881191	0.273852
220919_5618_wt_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep4-01.czi #01.tif_registered.tif	wild_type_prometa_stain_cyclinb1			fig_ev2d			109.06252267944	0.2595
220919_5618_wt_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep4-01.czi #02.tif_registered.tif	wild_type_prometa_stain_cyclinb1			fig_ev2d			196.638933351118	0.472769
220919_5618_wt_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep4-01.czi #03.tif_registered.tif	wild_type_prometa_stain_cyclinb1			fig_ev2d			191.22107571849	0.459576
220919_5618_wt_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep4-01.czi #04.tif_registered.tif	wild_type_prometa_stain_cyclinb1			fig_ev2d			150.175106555166	0.359619
220919_5618_wt_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep4-01.czi #05.tif_registered.tif	wild_type_prometa_stain_cyclinb1			fig_ev2d			91.9729795016909	0.217883
220919_5618_wt_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep4-01.czi #06.tif_registered.tif	wild_type_prometa_stain_cyclinb1			fig_ev2d			125.175240939324	0.298739
220919_5618_wt_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep4-01.czi #07.tif_registered.tif	wild_type_prometa_stain_cyclinb1			fig_ev2d			88.6070690367921	0.209686
220919_5618_wt_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep4-01.czi #08.tif_registered.tif	wild_type_prometa_stain_cyclinb1			fig_ev2d			97.3274827838979	0.230923
220919_5618_wt_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep4-01.czi #09.tif_registered.tif	wild_type_prometa_stain_cyclinb1			fig_ev2d			86.7967664670659	0.205278
220919_5618_wt_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep4-01.czi #10.tif_registered.tif	wild_type_prometa_stain_cyclinb1			fig_ev2d			133.657234430224	0.319394
220919_5618_wt_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep1-03-05.tif_registered.tif	wild_type_prometa_stain_cyclinb1			fig_ev2d			67.6825808419768	0.15873
220919_5618_wt_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep3-02-79.czi #5.tif_registered.tif	wild_type_prometa_stain_cyclinb1			fig_ev2d			114.040002330233	0.271622
220919_5618_wt_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep3-02-79.czi #6.tif_registered.tif	wild_type_prometa_stain_cyclinb1			fig_ev2d			32.6066155392886	0.073312
220919_5618_wt_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep3-02-79.czi #1.tif_registered.tif	wild_type_prometa_stain_cyclinb1			fig_ev2d			68.7880845910192	0.161423
220919_5618_wt_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep3-02-79.czi #2.tif_registered.tif	wild_type_prometa_stain_cyclinb1			fig_ev2d			57.8942405151341	0.134894
220919_5618_wt_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep3-02-79.czi #3.tif_registered.tif	wild_type_prometa_stain_cyclinb1			fig_ev2d			65.9525591816177	0.154517
220919_5618_wt_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep3-02-79.czi #4.tif_registered.tif	wild_type_prometa_stain_cyclinb1			fig_ev2d			77.619042452458	0.182928
220919_5618_2096_wapl_dep_hemi_g2_ro_h3s10p_cycb1_zoom4_8_rep1-06-113.czi #2.tif_registered.tif	wapl_depleted_g2_stain_h3s10p			fig_ev5e	22.5159611817566	0.006012		
220919_5618_2096_wapl_dep_hemi_g2_ro_h3s10p_cycb1_zoom4_8_rep1-06-113.czi #3.tif_registered.tif	wapl_depleted_g2_stain_h3s10p			fig_ev5e	22.8349926738551	0.006099		
220919_5618_2096_wapl_dep_hemi_g2_ro_h3s10p_cycb1_zoom4_8_rep1-06-113.czi #4.tif_registered.tif	wapl_depleted_g2_stain_h3s10p			fig_ev5e	21.2752165409332	0.005674		
220919_5618_2096_wapl_dep_hemi_g2_ro_h3s10p_cycb1_zoom4_8_rep1-06-113.czi #5.tif_registered.tif	wapl_depleted_g2_stain_h3s10p			fig_ev5e	17.5843284393334	0.004669		
220919_5618_2096_wapl_dep_hemi_g2_ro_h3s10p_cycb1_zoom4_8_rep2-02-115.tif_registered.tif	wapl_depleted_g2_stain_h3s10p			fig_ev5e	17.7632150263019	0.004717		
220919_5618_2096_wapl_dep_hemi_g2_ro_h3s10p_cycb1_zoom4_8_rep2-03-116.c.czi #07.tif_registered.tif	wapl_depleted_g2_stain_h3s10p			fig_ev5e	22.1072473385073	0.005901		
220919_5618_2096_wapl_dep_hemi_g2_ro_h3s10p_cycb1_zoom4_8_rep2-03-116.c.czi #08.tif_registered.tif	wapl_depleted_g2_stain_h3s10p			fig_ev5e	26.4147163718893	0.007075		
220919_5618_2096_wapl_dep_hemi_g2_ro_h3s10p_cycb1_zoom4_8_rep2-03-116.c.czi #09.tif_registered.tif	wapl_depleted_g2_stain_h3s10p			fig_ev5e	21.6531429663487	0.005777		
220919_5618_2096_wapl_dep_hemi_g2_ro_h3s10p_cycb1_zoom4_8_rep2-03-116.c.czi #10.tif_registered.tif	wapl_depleted_g2_stain_h3s10p			fig_ev5e	21.6744898901911	0.005783		
220919_5618_2096_wapl_dep_hemi_g2_ro_h3s10p_cycb1_zoom4_8_rep2-03-116.czi #01.tif_registered.tif	wapl_depleted_g2_stain_h3s10p			fig_ev5e	22.2433676073514	0.005938		
220919_5618_2096_wapl_dep_hemi_g2_ro_h3s10p_cycb1_zoom4_8_rep2-03-116.czi #02.tif_registered.tif	wapl_depleted_g2_stain_h3s10p			fig_ev5e	20.541795900114	0.005474		
220919_5618_2096_wapl_dep_hemi_g2_ro_h3s10p_cycb1_zoom4_8_rep2-03-116.czi #03.tif_registered.tif	wapl_depleted_g2_stain_h3s10p			fig_ev5e	22.771240302267	0.006082		
220919_5618_2096_wapl_dep_hemi_g2_ro_h3s10p_cycb1_zoom4_8_rep2-03-116.czi #04.tif_registered.tif	wapl_depleted_g2_stain_h3s10p			fig_ev5e	25.3112266598613	0.006774		
220919_5618_2096_wapl_dep_hemi_g2_ro_h3s10p_cycb1_zoom4_8_rep2-03-116.czi #05.tif_registered.tif	wapl_depleted_g2_stain_h3s10p			fig_ev5e	21.5317649953701	0.005744		
220919_5618_2096_wapl_dep_hemi_g2_ro_h3s10p_cycb1_zoom4_8_rep2-03-116.czi #06.tif_registered.tif	wapl_depleted_g2_stain_h3s10p			fig_ev5e	21.9398221609114	0.005855		
220919_5618_2096_wapl_dep_hemi_g2_ro_h3s10p_cycb1_zoom4_8_rep2-03-116.czi #11.tif_registered.tif	wapl_depleted_g2_stain_h3s10p			fig_ev5e	23.1205300257778	0.006177		
220919_5618_2096_wapl_dep_hemi_g2_ro_h3s10p_cycb1_zoom4_8_rep3-01-117.czi #1.tif_registered.tif	wapl_depleted_g2_stain_h3s10p			fig_ev5e	18.1565669309131	0.004824		
220919_5618_2096_wapl_dep_hemi_g2_ro_h3s10p_cycb1_zoom4_8_rep3-01-117.czi #2.tif_registered.tif	wapl_depleted_g2_stain_h3s10p			fig_ev5e	19.5375784460026	0.005201		
220919_5618_2096_wapl_dep_hemi_g2_ro_h3s10p_cycb1_zoom4_8_rep3-01-117.czi #3.tif_registered.tif	wapl_depleted_g2_stain_h3s10p			fig_ev5e	18.6736459383251	0.004965		
220919_5618_2096_wapl_dep_hemi_g2_ro_h3s10p_cycb1_zoom4_8_rep3-01-117.czi #4.tif_registered.tif	wapl_depleted_g2_stain_h3s10p			fig_ev5e	20.317699825685	0.005413		
220919_5618_2096_wapl_dep_hemi_g2_ro_h3s10p_cycb1_zoom4_8_rep3-01-117.czi #5.tif_registered.tif	wapl_depleted_g2_stain_h3s10p			fig_ev5e	20.0441952369397	0.005339		
220919_5618_2096_wapl_dep_hemi_g2_ro_h3s10p_cycb1_zoom4_8_rep3-01-117.czi #6.tif_registered.tif	wapl_depleted_g2_stain_h3s10p			fig_ev5e	20.9813917813701	0.005594		
220919_5618_2096_wapl_dep_hemi_g2_ro_h3s10p_cycb1_zoom4_8_rep3-01-117.czi #7.tif_registered.tif	wapl_depleted_g2_stain_h3s10p			fig_ev5e	19.0962428228998	0.005081		
220919_5618_2096_wapl_dep_hemi_g2_ro_h3s10p_cycb1_zoom4_8_rep3-01-117.czi #8.tif_registered.tif	wapl_depleted_g2_stain_h3s10p			fig_ev5e	19.8076014226926	0.005274		
220919_5618_2096_wapl_dep_hemi_g2_ro_h3s10p_cycb1_zoom4_8_rep3-01-117.czi #9.tif_registered.tif	wapl_depleted_g2_stain_h3s10p			fig_ev5e	19.0203277350251	0.00506		
220919_5618_2096_wapl_dep_hemi_g2_ro_h3s10p_cycb1_zoom4_8_rep1-02-114.czi #1.tif_registered.tif	wapl_depleted_g2_stain_h3s10p			fig_ev5e	15.3694127436995	0.004065		
220919_5618_2096_wapl_dep_hemi_g2_ro_h3s10p_cycb1_zoom4_8_rep1-02-114.czi #2.tif_registered.tif	wapl_depleted_g2_stain_h3s10p			fig_ev5e	15.2090851725537	0.004021		
220919_5618_2096_wapl_dep_hemi_g2_ro_h3s10p_cycb1_zoom4_8_rep1-05-106-107.tif_registered.tif	wapl_depleted_g2_stain_h3s10p			fig_ev5e	16.8863939538598	0.004478		
220919_5618_2096_wapl_dep_hemi_g2_ro_h3s10p_cycb1_zoom4_8_rep1-05-106-108.tif_registered.tif	wapl_depleted_g2_stain_h3s10p			fig_ev5e	17.6353389988613	0.004682		
220919_5618_2096_wapl_dep_hemi_g2_ro_h3s10p_cycb1_zoom4_8_rep1-05-106-109.tif_registered.tif	wapl_depleted_g2_stain_h3s10p			fig_ev5e	18.7167302401334	0.004977		
220919_5618_2096_wapl_dep_hemi_g2_ro_h3s10p_cycb1_zoom4_8_rep1-05-106-110.tif_registered.tif	wapl_depleted_g2_stain_h3s10p			fig_ev5e	23.03144179395	0.006153		
220919_5618_2096_wapl_dep_hemi_g2_ro_h3s10p_cycb1_zoom4_8_rep1-05-106-111.tif_registered.tif	wapl_depleted_g2_stain_h3s10p			fig_ev5e	22.6946746025531	0.006061		
220919_5618_2096_wapl_dep_hemi_g2_ro_h3s10p_cycb1_zoom4_8_rep1-06-113.czi #1.tif_registered.tif	wapl_depleted_g2_stain_h3s10p			fig_ev5e	17.5473333285742	0.004658		
220919_5618_2096_wapl_dep_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep1-02-14.czi #4.tif_registered.tif	wapl_depleted_prometa_stain_h3s10p			fig_ev5e	4238.96053562059	1.155049		
220919_5618_2096_wapl_dep_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep1-05-12.czi #1.tif_registered.tif	wapl_depleted_prometa_stain_h3s10p			fig_ev5e	3754.73025627108	1.02309		
220919_5618_2096_wapl_dep_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep1-05-12.czi #2.tif_registered.tif	wapl_depleted_prometa_stain_h3s10p			fig_ev5e	3594.74214621257	0.979491		
220919_5618_2096_wapl_dep_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep2-01-15.czi #01.tif_registered.tif	wapl_depleted_prometa_stain_h3s10p			fig_ev5e	3056.65647102734	0.832856		
220919_5618_2096_wapl_dep_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep2-01-15.czi #02.tif_registered.tif	wapl_depleted_prometa_stain_h3s10p			fig_ev5e	3644.59002108579	0.993075		
220919_5618_2096_wapl_dep_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep2-01-15.czi #04.tif_registered.tif	wapl_depleted_prometa_stain_h3s10p			fig_ev5e	2815.80568720379	0.767221		
220919_5618_2096_wapl_dep_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep2-01-15.czi #05.tif_registered.tif	wapl_depleted_prometa_stain_h3s10p			fig_ev5e	2011.3655855589	0.548		
220919_5618_2096_wapl_dep_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep2-01-15.czi #07.tif_registered.tif	wapl_depleted_prometa_stain_h3s10p			fig_ev5e	3615.25015044704	0.98508		
220919_5618_2096_wapl_dep_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep2-01-15.czi #09.tif_registered.tif	wapl_depleted_prometa_stain_h3s10p			fig_ev5e	4178.08523071741	1.13846		
220919_5618_2096_wapl_dep_hemi_prometa_60min_stlc_h3s10p_cycb_zoom5_rep1-06-13.czi #1.tif_registered.tif	wapl_depleted_prometa_stain_h3s10p			fig_ev5e	2901.69696301697	0.790627		
220919_5618_2096_wapl_dep_hemi_prometa_60min_stlc_h3s10p_cycb_zoom5_rep1-06-13.czi #2.tif_registered.tif	wapl_depleted_prometa_stain_h3s10p			fig_ev5e	2345.37197095617	0.639021		
220919_5618_2096_wapl_dep_hemi_prometa_60min_stlc_h3s10p_cycb_zoom5_rep1-06-13.czi #3.tif_registered.tif	wapl_depleted_prometa_stain_h3s10p			fig_ev5e	3090.14663808385	0.841982		
220919_5618_2096_wapl_dep_hemi_prometa_60min_stlc_h3s10p_cycb_zoom5_rep1-06-13.czi #4.tif_registered.tif	wapl_depleted_prometa_stain_h3s10p			fig_ev5e	3088.84606144195	0.841628		
220919_5618_2096_wapl_dep_hemi_prometa_60min_stlc_h3s10p_cycb_zoom5_rep1-06-13.czi #5.tif_registered.tif	wapl_depleted_prometa_stain_h3s10p			fig_ev5e	3618.27275069234	0.985904		
220919_5618_2096_wapl_dep_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep1-02-14.czi #3.tif_registered.tif	wapl_depleted_prometa_stain_h3s10p			fig_ev5e	2583.28013953966	0.703854		
220919_5618_2096_wapl_dep_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep3-01-16-18.tif_registered.tif	wapl_depleted_prometa_stain_h3s10p			fig_ev5e	4578.54266437095	1.24759		
220919_5618_2096_wapl_dep_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep3-01-16-19.tif_registered.tif	wapl_depleted_prometa_stain_h3s10p			fig_ev5e	6628.07674736532	1.806115		
220919_5618_2096_wapl_dep_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep3-02-21.czi #1.tif_registered.tif	wapl_depleted_prometa_stain_h3s10p			fig_ev5e	4341.3435524772	1.18295		
220919_5618_2096_wapl_dep_hemi_prometa_60min_stlc_h3s10p_cycb1_zoom5_rep3-02-21.czi #4.tif_registered.tif	wapl_depleted_prometa_stain_h3s10p			fig_ev5e	5640.09439023906	1.536877		
