image_name	condition	sister_chromatid_peak_to_peak_distance	radial_displacement	figure_panel
Scc1_EdU_Hoechst_220405_wt_prophase_rep3_hemi_stain_smc4_cycb1_zoom4_8-04-160.czi #1.tif_registered.tif	wt_late_prophase_one_sister_labelled	0.7364444444444445	0.0167373737373738	fig3a, d, e
Scc1_EdU_Hoechst_220405_wt_prophase_rep3_hemi_stain_smc4_cycb1_zoom4_8-04-160.czi #1.tif_registered.tif	wt_late_prophase_one_sister_labelled	0.581090909090909	-0.0683636363636363	fig3a, d, e
Scc1_EdU_Hoechst_220530_5517_WT_hemi_15h_G2_prophase_rep1+2_stlc-01-65.czi #02.tif_registered.tif	wt_late_prophase_one_sister_labelled	0.4593939393939393	-0.1684444444444444	fig3a, d, e
Scc1_EdU_Hoechst_220530_5517_WT_hemi_15h_G2_prophase_rep1+2_stlc-01-65.czi #02.tif_registered.tif	wt_late_prophase_one_sister_labelled	0.4331313131313131	0.0406060606060606	fig3a, d, e
Scc1_EdU_Hoechst_220530_5517_WT_hemi_15h_G2_prophase_rep1+2_stlc-01-65.czi #02.tif_registered.tif	wt_late_prophase_one_sister_labelled	0.5665858585858586	-0.0765656565656565	fig3a, d, e
Scc1_EdU_Hoechst_220530_5517_WT_hemi_15h_G2_prophase_rep1+2_stlc-01-65.czi #02.tif_registered.tif	wt_late_prophase_one_sister_labelled	0.4637474747474748	-0.0	fig3a, d, e
Scc1_EdU_Hoechst_220530_5517_WT_hemi_15h_G2_prophase_rep1+2_stlc-01-65.czi #02.tif_registered.tif	wt_late_prophase_one_sister_labelled	0.4637474747474747	-0.1645555555555555	fig3a, d, e
Scc1_EdU_Hoechst_220530_5517_WT_hemi_15h_G2_prophase_rep1+2_stlc-01-65.czi #02.tif_registered.tif	wt_late_prophase_one_sister_labelled	0.3954545454545455	-0.1186363636363636	fig3a, d, e
Scc1_EdU_Hoechst_220530_5517_WT_hemi_15h_G2_prophase_rep1+2_stlc-01-65.czi #02.tif_registered.tif	wt_late_prophase_one_sister_labelled	0.5143434343434343	0.0676767676767676	fig3a, d, e
Scc1_EdU_Hoechst_220530_5517_WT_hemi_15h_G2_prophase_rep1+2_stlc-01-65.czi #02.tif_registered.tif	wt_late_prophase_one_sister_labelled	0.4999090909090909	-0.1153636363636363	fig3a, d, e
