image_name	condition	spearman_correlation_coefficient	separation_score	figure_panel
211110_5325_WT_15h_release_ctrl_hemi_zoom4_8_stain_scc1_cycb1_g2_rep2_czi-02-21-23.tif_registered.tif	wt_g2_one_sister_labelled	0.75315463370528	0.349751	Fig1e, Fig EV1i
211110_5325_WT_15h_release_ctrl_hemi_zoom4_8_stain_scc1_cycb1_g2_rep2_czi-03-28-32.tif_registered.tif	wt_g2_one_sister_labelled	0.704588426094938	0.477423	Fig1e, Fig EV1i
211110_5325_WT_15h_release_ctrl_hemi_zoom4_8_stain_scc1_cycb1_g2_rep2_czi-03-29-33.tif_registered.tif	wt_g2_one_sister_labelled	0.65527285182146	0.607064	Fig1e, Fig EV1i
211110_5325_WT_15h_release_ctrl_hemi_zoom4_8_stain_scc1_cycb1_g2_rep2_czi-03-30-34.tif_registered.tif	wt_g2_one_sister_labelled	0.67554240324334	0.553779	Fig1e, Fig EV1i
211110_5325_WT_15h_release_ctrl_hemi_zoom4_8_stain_scc1_cycb1_rep2_06-35.czi #1.tif_registered.tif	wt_g2_one_sister_labelled	0.600938251918673	0.749899	Fig1e, Fig EV1i
211110_5325_WT_15h_release_ctrl_hemi_zoom4_8_stain_scc1_cycb1_rep2_06-35.czi #2.tif_registered.tif	wt_g2_one_sister_labelled	0.742889805992441	0.376736	Fig1e, Fig EV1i
220125_5388_WT_c1_hemi_G2_15h_release_minus_ICRF_zoom4.8-08-08.czi #1.tif_registered.tif	wt_g2_one_sister_labelled	0.741991294629699	0.379098	Fig1e, Fig EV1i
220125_5388_WT_c1_hemi_G2_15h_release_minus_ICRF_zoom4.8-08-08.czi #2.tif_registered.tif	wt_g2_one_sister_labelled	0.715351666258591	0.449128	Fig1e, Fig EV1i
220125_5388_WT_c1_hemi_G2_15h_release_minus_ICRF_zoom4.8-08-08.czi #3.tif_registered.tif	wt_g2_one_sister_labelled	0.760524139527484	0.330378	Fig1e, Fig EV1i
220125_5388_WT_c1_hemi_G2_15h_release_minus_ICRF_zoom4.8-08-08.czi #4.tif_registered.tif	wt_g2_one_sister_labelled	0.734313789086213	0.39928	Fig1e, Fig EV1i
220125_5388_WT_c1_hemi_G2_rep1_15h_release_minus_ICRF_zoom4.8-05-05.tif_registered.tif	wt_g2_one_sister_labelled	0.760478749984378	0.330498	Fig1e, Fig EV1i
220125_5388_WT_c1_hemi_G2_rep1_15h_release_minus_ICRF_zoom4.8-06-06.tif_registered.tif	wt_g2_one_sister_labelled	0.76045206303207	0.330568	Fig1e, Fig EV1i
220125_5388_WT_c1_hemi_G2_rep1_15h_release_minus_ICRF_zoom4.8-07-07.tif_registered.tif	wt_g2_one_sister_labelled	0.757397586356399	0.338597	Fig1e, Fig EV1i
220125_5388_wt_c1_rep2_hemi_G2_15h_release_zoom4_8-02-45.czi #1.tif_registered.tif	wt_g2_one_sister_labelled	0.750068483838588	0.357864	Fig1e, Fig EV1i
220125_5388_wt_c1_rep2_hemi_G2_15h_release_zoom4_8-02-45.czi #2.tif_registered.tif	wt_g2_one_sister_labelled	0.78656189792193	0.26193	Fig1e, Fig EV1i
220125_5388_wt_c1_rep2_hemi_G2_15h_release_zoom4_8-02-45.czi #3.tif_registered.tif	wt_g2_one_sister_labelled	0.730282749007372	0.409877	Fig1e, Fig EV1i
220125_5388_wt_c1_rep2_hemi_G2_15h_release_zoom4_8-02-45.czi #4.tif_registered.tif	wt_g2_one_sister_labelled	0.749908008870056	0.358286	Fig1e, Fig EV1i
220125_5388_wt_c1_rep2_hemi_G2_15h_release_zoom4_8-03-46.tif_registered.tif	wt_g2_one_sister_labelled	0.785456382554108	0.264836	Fig1e, Fig EV1i
220125_5388_wt_c1_rep2_hemi_G2_15h_release_zoom4_8-04-47.czi #1.tif_registered.tif	wt_g2_one_sister_labelled	0.751063754124844	0.355248	Fig1e, Fig EV1i
220125_5388_wt_c1_rep2_hemi_G2_15h_release_zoom4_8-04-47.czi #2.tif_registered.tif	wt_g2_one_sister_labelled	0.748460544920609	0.362091	Fig1e, Fig EV1i
220125_5388_wt_c1_rep2_hemi_G2_15h_release_zoom4_8-08-48.czi #1.tif_registered.tif	wt_g2_one_sister_labelled	0.776407150771534	0.288625	Fig1e, Fig EV1i
220125_5388_wt_c1_rep2_hemi_G2_15h_release_zoom4_8-08-48.czi #2.tif_registered.tif	wt_g2_one_sister_labelled	0.763696432483122	0.322039	Fig1e, Fig EV1i
220125_5388_wt_c1_rep2_hemi_G2_15h_release_zoom4_8-09-49.tif_registered.tif	wt_g2_one_sister_labelled	0.766764900973498	0.313972	Fig1e, Fig EV1i
220125_5388_wt_c2_rep1_hemi_G2_15h_release_zoom4_8-01-53.czi #1.tif_registered.tif	wt_g2_one_sister_labelled	0.768557319906354	0.30926	Fig1e, Fig EV1i
220125_5388_wt_c2_rep1_hemi_G2_15h_release_zoom4_8-01-53.czi #2.tif_registered.tif	wt_g2_one_sister_labelled	0.781560642021247	0.275077	Fig1e, Fig EV1i
220125_5388_wt_c2_rep1_hemi_G2_15h_release_zoom4_8-02-66.czi #1.tif_registered.tif	wt_g2_one_sister_labelled	0.763856326767794	0.321618	Fig1e, Fig EV1i
220125_5388_wt_c2_rep1_hemi_G2_15h_release_zoom4_8-02-66.czi #2.tif_registered.tif	wt_g2_one_sister_labelled	0.770347543773237	0.304554	Fig1e, Fig EV1i
220125_5388_wt_c2_rep1_hemi_G2_15h_release_zoom4_8-02-66.czi #3.tif_registered.tif	wt_g2_one_sister_labelled	0.778548657855737	0.282995	Fig1e, Fig EV1i
220125_5388_wt_c2_rep1_hemi_G2_15h_release_zoom4_8-02-66.czi #5.tif_registered.tif	wt_g2_one_sister_labelled	0.810219289253921	0.199739	Fig1e, Fig EV1i
220125_5388_wt_c2_rep1_hemi_G2_15h_release_zoom4_8-03-54-56.tif_registered.tif	wt_g2_one_sister_labelled	0.758695172538244	0.335186	Fig1e, Fig EV1i
220125_5388_wt_c2_rep2_hemi_G2_15h_release_zoom4_8-02-67.tif_registered.tif	wt_g2_one_sister_labelled	0.761221921492599	0.328544	Fig1e, Fig EV1i
220125_5388_wt_c2_rep2_hemi_G2_15h_release_zoom4_8-02-71.tif_registered.tif	wt_g2_one_sister_labelled	0.720923020230337	0.434482	Fig1e, Fig EV1i
220125_5388_wt_c2_rep2_hemi_G2_15h_release_zoom4_8-04-68.tif_registered.tif	wt_g2_one_sister_labelled	0.764042595644139	0.321129	Fig1e, Fig EV1i
220125_5388_wt_c2_rep2_hemi_G2_15h_release_zoom4_8-09-69.czi #1.tif_registered.tif	wt_g2_one_sister_labelled	0.717021555521294	0.444738	Fig1e, Fig EV1i
220125_5388_wt_c2_rep2_hemi_G2_15h_release_zoom4_8-09-69.czi #2.tif_registered.tif	wt_g2_one_sister_labelled	0.689772271691134	0.516372	Fig1e, Fig EV1i
220125_5388_wt_c2_rep2_hemi_G2_15h_release_zoom4_8-12-70.tif_registered.tif	wt_g2_one_sister_labelled	0.779713553404615	0.279933	Fig1e, Fig EV1i
220601_5517_wt_hemi_15h_release_g2_rep1_zoom4_8-01-70.czi #1.tif_registered.tif	wt_g2_one_sister_labelled	0.798065050597411	0.23169	Fig1e, Fig EV1i
220601_5517_wt_hemi_15h_release_g2_rep1_zoom4_8-01-70.czi #3.tif_registered.tif	wt_g2_one_sister_labelled	0.747547299772558	0.364492	Fig1e, Fig EV1i
220601_5517_wt_hemi_15h_release_g2_rep1_zoom4_8-01-70.czi #4.tif_registered.tif	wt_g2_one_sister_labelled	0.757590954519511	0.338089	Fig1e, Fig EV1i
220601_5517_wt_hemi_15h_release_g2_rep1_zoom4_8-01-70.czi #5.tif_registered.tif	wt_g2_one_sister_labelled	0.782287092838467	0.273167	Fig1e, Fig EV1i
220601_5517_wt_hemi_15h_release_g2_rep1_zoom4_8-01-70.czi #6.tif_registered.tif	wt_g2_one_sister_labelled	0.731499937071887	0.406677	Fig1e, Fig EV1i
220601_5517_wt_hemi_15h_release_g2_rep1_zoom4_8-02-71.czi #1.tif_registered.tif	wt_g2_one_sister_labelled	0.786632266348344	0.261745	Fig1e, Fig EV1i
220601_5517_wt_hemi_15h_release_g2_rep1_zoom4_8-02-71.czi #2.tif_registered.tif	wt_g2_one_sister_labelled	0.761747155222143	0.327163	Fig1e, Fig EV1i
220601_5517_wt_hemi_15h_release_g2_rep1_zoom4_8-03-72.czi #1.tif_registered.tif	wt_g2_one_sister_labelled	0.748531855990873	0.361904	Fig1e, Fig EV1i
220601_5517_wt_hemi_15h_release_g2_rep1_zoom4_8-03-72.czi #2.tif_registered.tif	wt_g2_one_sister_labelled	0.802397396859386	0.220301	Fig1e, Fig EV1i
220601_5517_wt_hemi_15h_release_g2_rep1_zoom4_8-03-72.czi #3.tif_registered.tif	wt_g2_one_sister_labelled	0.728296946573155	0.415097	Fig1e, Fig EV1i
220601_5517_wt_hemi_15h_release_g2_rep1_zoom4_8-03-72.czi #4.tif_registered.tif	wt_g2_one_sister_labelled	0.786066652994024	0.263232	Fig1e, Fig EV1i
220601_5517_wt_hemi_15h_release_g2_rep2_zoom4_8-01-63-66.tif_registered.tif	wt_g2_one_sister_labelled	0.761931030152247	0.32668	Fig1e, Fig EV1i
220601_5517_wt_hemi_15h_release_g2_rep2_zoom4_8-02-67.czi #1.tif_registered.tif	wt_g2_one_sister_labelled	0.793158653109248	0.244588	Fig1e, Fig EV1i
220601_5517_wt_hemi_15h_release_g2_rep2_zoom4_8-02-67.czi #2.tif_registered.tif	wt_g2_one_sister_labelled	0.800153336877223	0.2262	Fig1e, Fig EV1i
220601_5517_wt_hemi_15h_release_g2_rep2_zoom4_8-02-67.czi #3.tif_registered.tif	wt_g2_one_sister_labelled	0.778969636228089	0.281888	Fig1e, Fig EV1i
220601_5517_wt_hemi_15h_release_g2_rep2_zoom4_8-02-67.czi #5.tif_registered.tif	wt_g2_one_sister_labelled	0.771500234318824	0.301524	Fig1e, Fig EV1i
220601_5517_wt_hemi_15h_release_g2_rep2_zoom4_8-03-68.tif_registered.tif	wt_g2_one_sister_labelled	0.767051706494906	0.313218	Fig1e, Fig EV1i
220601_5517_wt_hemi_15h_release_g2_rep2_zoom4_8-04-69.czi #1.tif_registered.tif	wt_g2_one_sister_labelled	0.798877387255221	0.229555	Fig1e, Fig EV1i
220601_5517_wt_hemi_15h_release_g2_rep2_zoom4_8-04-69.czi #2.tif_registered.tif	wt_g2_one_sister_labelled	0.736177399138777	0.394381	Fig1e, Fig EV1i
5163_NIPBL_G2_depletion_hemi_plus_auxin_rep1-03-18.tif_registered.tif	nipbl_dep_g2_one_sister_labelled	0.808636967510185	0.203899	Fig1e, Fig EV4h
5163_NIPBL_G2_depletion_hemi_plus_auxin_rep1-07-19.tif_registered.tif	nipbl_dep_g2_one_sister_labelled	0.780083258203928	0.278961	Fig1e, Fig EV4h
5163_NIPBL_G2_depletion_hemi_plus_auxin_rep1-10-20.czi #1.tif_registered.tif	nipbl_dep_g2_one_sister_labelled	0.788947737148345	0.255658	Fig1e, Fig EV4h
5163_NIPBL_G2_depletion_hemi_plus_auxin_rep1-10-20.czi #3.tif_registered.tif	nipbl_dep_g2_one_sister_labelled	0.77882276673641	0.282275	Fig1e, Fig EV4h
5163_NIPBL_G2_depletion_hemi_plus_auxin_rep1-10-20.czi #4.tif_registered.tif	nipbl_dep_g2_one_sister_labelled	0.785012875813982	0.266002	Fig1e, Fig EV4h
5163_NIPBL_G2_depletion_hemi_plus_auxin_rep1-12-21.tif_registered.tif	nipbl_dep_g2_one_sister_labelled	0.800266017422784	0.225904	Fig1e, Fig EV4h
5163_NIPBL_G2_depletion_hemi_plus_auxin_rep1-13-22.czi #1.tif_registered.tif	nipbl_dep_g2_one_sister_labelled	0.796803734865585	0.235006	Fig1e, Fig EV4h
5163_NIPBL_G2_depletion_hemi_plus_auxin_rep1-13-22.czi #2.tif_registered.tif	nipbl_dep_g2_one_sister_labelled	0.818634201490873	0.177618	Fig1e, Fig EV4h
5163_NIPBL_G2_depletion_hemi_plus_auxin_rep1-15-23.czi #1.tif_registered.tif	nipbl_dep_g2_one_sister_labelled	0.802090197107239	0.221109	Fig1e, Fig EV4h
5163_NIPBL_G2_depletion_hemi_plus_auxin_rep1-15-23.czi #2.tif_registered.tif	nipbl_dep_g2_one_sister_labelled	0.805213990091488	0.212897	Fig1e, Fig EV4h
5163_NIPBL_G2_depletion_hemi_plus_auxin_rep1-16-24.tif_registered.tif	nipbl_dep_g2_one_sister_labelled	0.798317123151158	0.231028	Fig1e, Fig EV4h
5163_NIPBL_G2_depletion_hemi_plus_auxin_rep2-01-25.czi #1.tif_registered.tif	nipbl_dep_g2_one_sister_labelled	0.793857065098299	0.242752	Fig1e, Fig EV4h
5163_NIPBL_G2_depletion_hemi_plus_auxin_rep2-01-25.czi #2.tif_registered.tif	nipbl_dep_g2_one_sister_labelled	0.784208544221991	0.268116	Fig1e, Fig EV4h
5163_NIPBL_G2_depletion_hemi_plus_auxin_rep2-02-26.czi #2.tif_registered.tif	nipbl_dep_g2_one_sister_labelled	0.812633315285698	0.193393	Fig1e, Fig EV4h
5163_NIPBL_G2_depletion_hemi_plus_auxin_rep2-02-26.czi #3.tif_registered.tif	nipbl_dep_g2_one_sister_labelled	0.797942399234711	0.232013	Fig1e, Fig EV4h
5163_NIPBL_G2_depletion_hemi_plus_auxin_rep2-02-26.czi #4.tif_registered.tif	nipbl_dep_g2_one_sister_labelled	0.778036843291826	0.284341	Fig1e, Fig EV4h
5163_NIPBL_G2_depletion_hemi_plus_auxin_rep2-03-27.czi #1.tif_registered.tif	nipbl_dep_g2_one_sister_labelled	0.793057399833441	0.244854	Fig1e, Fig EV4h
5163_NIPBL_G2_depletion_hemi_plus_auxin_rep2-04-28.czi #1.tif_registered.tif	nipbl_dep_g2_one_sister_labelled	0.798508665554939	0.230524	Fig1e, Fig EV4h
5163_NIPBL_G2_depletion_hemi_plus_auxin_rep2-04-28.czi #2.tif_registered.tif	nipbl_dep_g2_one_sister_labelled	0.784245713446702	0.268019	Fig1e, Fig EV4h
211110_5325_WT_15h_release_nipbl_depleted_5h_hemi_zoom4_8_stain_scc1_cycb1_g2_rep1-05-49-50.tif_registered.tif	nipbl_dep_g2_one_sister_labelled	0.75132227056245	0.354568	Fig1e, Fig EV4h
211110_5325_WT_15h_release_nipbl_depleted_5h_hemi_zoom4_8_stain_scc1_cycb1_g2_rep1-05-49-51.tif_registered.tif	nipbl_dep_g2_one_sister_labelled	0.805236518203587	0.212838	Fig1e, Fig EV4h
211110_5325_WT_15h_release_nipbl_depleted_5h_hemi_zoom4_8_stain_scc1_cycb1_g2_rep1-05-49-52.tif_registered.tif	nipbl_dep_g2_one_sister_labelled	0.834231433046374	0.136616	Fig1e, Fig EV4h
211110_5325_WT_15h_release_nipbl_depleted_5h_hemi_zoom4_8_stain_scc1_cycb1_g2_rep1-05-49-53.tif_registered.tif	nipbl_dep_g2_one_sister_labelled	0.762220861703567	0.325918	Fig1e, Fig EV4h
211110_5325_WT_15h_release_nipbl_depleted_5h_hemi_zoom4_8_stain_scc1_cycb1_g2_rep1-05-49-54.tif_registered.tif	nipbl_dep_g2_one_sister_labelled	0.843418798163064	0.112464	Fig1e, Fig EV4h
211110_5325_WT_15h_release_nipbl_depleted_5h_hemi_zoom4_8_stain_scc1_cycb1_g2_rep1-05-49-56.tif_registered.tif	nipbl_dep_g2_one_sister_labelled	0.796368042332965	0.236151	Fig1e, Fig EV4h
211110_5325_WT_15h_release_nipbl_depleted_5h_hemi_zoom4_8_stain_scc1_cycb1_g2_rep1-czi-03-36-46.tif_registered.tif	nipbl_dep_g2_one_sister_labelled	0.818787343048417	0.177215	Fig1e, Fig EV4h
211110_5325_WT_15h_release_nipbl_depleted_5h_hemi_zoom4_8_stain_scc1_cycb1_g2_rep1_czi-04-48.tif_registered.tif	nipbl_dep_g2_one_sister_labelled	0.809394139104323	0.201908	Fig1e, Fig EV4h
211110_5325_WT_15h_release_nipbl_depleted_5h_hemi_zoom4_8_stain_scc1_cycb1_g2_rep1_czi-04-59.tif_registered.tif	nipbl_dep_g2_one_sister_labelled	0.871320117000965	0.039116	Fig1e, Fig EV4h
211110_5325_WT_15h_release_nipbl_depleted_5h_hemi_zoom4_8_stain_scc1_cycb1_g2_rep1_czi-06-60-61.tif_registered.tif	nipbl_dep_g2_one_sister_labelled	0.79759854137484	0.232917	Fig1e, Fig EV4h
211110_5325_WT_15h_release_nipbl_depleted_5h_hemi_zoom4_8_stain_scc1_cycb1_g2_rep2-01-70.czi #2.tif_registered.tif	nipbl_dep_g2_one_sister_labelled	0.844207627156272	0.11039	Fig1e, Fig EV4h
211110_5325_WT_15h_release_nipbl_depleted_5h_hemi_zoom4_8_stain_scc1_cycb1_g2_rep2-11-66.czi #1.tif_registered.tif	nipbl_dep_g2_one_sister_labelled	0.828109304660558	0.15271	Fig1e, Fig EV4h
211110_5325_WT_15h_release_nipbl_depleted_5h_hemi_zoom4_8_stain_scc1_cycb1_g2_rep2-11-66.czi #2.tif_registered.tif	nipbl_dep_g2_one_sister_labelled	0.82868581092688	0.151194	Fig1e, Fig EV4h
211110_5325_WT_15h_release_nipbl_depleted_5h_hemi_zoom4_8_stain_scc1_cycb1_g2_rep2-24-68.czi #1.tif_registered.tif	nipbl_dep_g2_one_sister_labelled	0.822656826420221	0.167043	Fig1e, Fig EV4h
211110_5325_WT_15h_release_nipbl_depleted_5h_hemi_zoom4_8_stain_scc1_cycb1_g2_rep2-24-68.czi #2.tif_registered.tif	nipbl_dep_g2_one_sister_labelled	0.83979311949201	0.121995	Fig1e, Fig EV4h
211110_5325_WT_15h_release_nipbl_depleted_5h_hemi_zoom4_8_stain_scc1_cycb1_g2_rep2_czi-01-64.tif_registered.tif	nipbl_dep_g2_one_sister_labelled	0.81787220403403	0.179621	Fig1e, Fig EV4h
211110_5325_WT_15h_release_nipbl_depleted_5h_hemi_zoom4_8_stain_scc1_cycb1_g2_rep2_czi-02-65.tif_registered.tif	nipbl_dep_g2_one_sister_labelled	0.8389512876345	0.124208	Fig1e, Fig EV4h
211110_5325_WT_15h_release_nipbl_depleted_5h_hemi_zoom4_8_stain_scc1_cycb1_g2_rep2_czi-02-71.tif_registered.tif	nipbl_dep_g2_one_sister_labelled	0.85649925731236	0.078078	Fig1e, Fig EV4h
211110_5325_WT_15h_release_nipbl_depleted_5h_hemi_zoom4_8_stain_scc1_cycb1_g2_rep2_czi-19-67.tif_registered.tif	nipbl_dep_g2_one_sister_labelled	0.870934795937702	0.040129	Fig1e, Fig EV4h
220202_5388_2045_nipbl_dep_c1_rep1_hemi_zoom4_8-02-145.tif_registered.tif	nipbl_dep_g2_one_sister_labelled	0.768589927357564	0.309175	Fig1e, Fig EV4h
220202_5388_2045_nipbl_dep_c1_rep1_hemi_zoom4_8-09-146.tif_registered.tif	nipbl_dep_g2_one_sister_labelled	0.768935582495679	0.308266	Fig1e, Fig EV4h
220202_5388_2045_nipbl_dep_c1_rep1_hemi_zoom4_8-19-147.czi.czi #3.tif_registered.tif	nipbl_dep_g2_one_sister_labelled	0.762721238226727	0.324602	Fig1e, Fig EV4h
220202_5388_2045_nipbl_dep_c1_rep1_hemi_zoom4_8-25-148.tif_registered.tif	nipbl_dep_g2_one_sister_labelled	0.804727793419393	0.214175	Fig1e, Fig EV4h
220202_5388_2045_nipbl_dep_c1_rep2_hemi_zoom4_8-01-151-152.tif_registered.tif	nipbl_dep_g2_one_sister_labelled	0.797013982572151	0.234453	Fig1e, Fig EV4h
220202_5388_2045_nipbl_dep_c1_rep2_hemi_zoom4_8-01-151-153.tif_registered.tif	nipbl_dep_g2_one_sister_labelled	0.814816729787457	0.187653	Fig1e, Fig EV4h
220202_5388_2045_nipbl_dep_c1_rep2_hemi_zoom4_8-01-151-154.tif_registered.tif	nipbl_dep_g2_one_sister_labelled	0.833684782456122	0.138053	Fig1e, Fig EV4h
220202_5388_2045_nipbl_dep_c1_rep2_hemi_zoom4_8-01-151-156.tif_registered.tif	nipbl_dep_g2_one_sister_labelled	0.812608064743277	0.193459	Fig1e, Fig EV4h
220202_5388_2045_nipbl_dep_c1_rep2_hemi_zoom4_8-01-151-157.tif_registered.tif	nipbl_dep_g2_one_sister_labelled	0.844542850930751	0.109509	Fig1e, Fig EV4h
220202_5388_2045_nipbl_dep_c1_rep2_hemi_zoom4_8-07-158.tif_registered.tif	nipbl_dep_g2_one_sister_labelled	0.798056085795995	0.231714	Fig1e, Fig EV4h
220202_5388_2045_nipbl_dep_c2_rep2_hemi_zoom4_8-02-167.czi #2.tif_registered.tif	nipbl_dep_g2_one_sister_labelled	0.835963036748402	0.132064	Fig1e, Fig EV4h
220202_5388_2045_nipbl_dep_c2_rep2_hemi_zoom4_8-06-168.czi #1.tif_registered.tif	nipbl_dep_g2_one_sister_labelled	0.808813840250291	0.203434	Fig1e, Fig EV4h
220202_5388_2045_nipbl_dep_c2_rep2_hemi_zoom4_8-06-168.czi #2.tif_registered.tif	nipbl_dep_g2_one_sister_labelled	0.784299917518901	0.267876	Fig1e, Fig EV4h
220202_5388_2045_nipbl_dep_c2_rep2_hemi_zoom4_8-09-169.czi #1.tif_registered.tif	nipbl_dep_g2_one_sister_labelled	0.844023076107207	0.110875	Fig1e, Fig EV4h
220202_5388_2045_nipbl_dep_c2_rep2_hemi_zoom4_8-09-169.czi #2.tif_registered.tif	nipbl_dep_g2_one_sister_labelled	0.835580336250839	0.13307	Fig1e, Fig EV4h
211110_5325_WT_15h_release_nipbl_depleted_5h_hemi_zoom4_8_stain_scc1_cycb1_g2_rep1-czi-03-36-43.tif_registered.tif	nipbl_dep_g2_one_sister_labelled	0.777314693656705	0.286239	Fig1e, Fig EV4h
211110_5325_WT_15h_release_nipbl_depleted_5h_hemi_zoom4_8_stain_scc1_cycb1_g2_rep1-czi-03-36-45.tif_registered.tif	nipbl_dep_g2_one_sister_labelled	0.805746648005309	0.211497	Fig1e, Fig EV4h
211110_5325_WT_15h_release_nipbl_depleted_5h_hemi_zoom4_8_stain_scc1_cycb1_g2_rep1_czi-03-58.tif_registered.tif	nipbl_dep_g2_one_sister_labelled	0.78758115773165	0.25925	Fig1e, Fig EV4h
220919_5618_2045_nipbl_dep_hemi_ro_15h_rel_cycb1_zoom4_8_rep1-161.czi #01.tif_registered.tif	nipbl_dep_g2_one_sister_labelled	0.87401125278392	0.032042	Fig1e, Fig EV4h
220919_5618_2045_nipbl_dep_hemi_ro_15h_rel_cycb1_zoom4_8_rep1-161.czi #02.tif_registered.tif	nipbl_dep_g2_one_sister_labelled	0.826033427399462	0.158167	Fig1e, Fig EV4h
220919_5618_2045_nipbl_dep_hemi_ro_15h_rel_cycb1_zoom4_8_rep1-161.czi #03.tif_registered.tif	nipbl_dep_g2_one_sister_labelled	0.795262215259532	0.239058	Fig1e, Fig EV4h
220919_5618_2045_nipbl_dep_hemi_ro_15h_rel_cycb1_zoom4_8_rep1-161.czi #04.tif_registered.tif	nipbl_dep_g2_one_sister_labelled	0.864304693421139	0.057559	Fig1e, Fig EV4h
220919_5618_2045_nipbl_dep_hemi_ro_15h_rel_cycb1_zoom4_8_rep1-161.czi #05.tif_registered.tif	nipbl_dep_g2_one_sister_labelled	0.864951530916925	0.055858	Fig1e, Fig EV4h
220919_5618_2045_nipbl_dep_hemi_ro_15h_rel_cycb1_zoom4_8_rep1-161.czi #07.tif_registered.tif	nipbl_dep_g2_one_sister_labelled	0.861034518563124	0.066155	Fig1e, Fig EV4h
220919_5618_2045_nipbl_dep_hemi_ro_15h_rel_cycb1_zoom4_8_rep1-161.czi #08.tif_registered.tif	nipbl_dep_g2_one_sister_labelled	0.843222693693027	0.112979	Fig1e, Fig EV4h
220919_5618_2045_nipbl_dep_hemi_ro_15h_rel_cycb1_zoom4_8_rep1-161.czi #09.tif_registered.tif	nipbl_dep_g2_one_sister_labelled	0.841627304101389	0.117173	Fig1e, Fig EV4h
220919_5618_2045_nipbl_dep_hemi_ro_15h_rel_cycb1_zoom4_8_rep1-161.czi #10.tif_registered.tif	nipbl_dep_g2_one_sister_labelled	0.7902225716779	0.252307	Fig1e, Fig EV4h
220919_5618_2045_nipbl_dep_hemi_ro_15h_rel_cycb1_zoom4_8_rep1-161.czi #11.tif_registered.tif	nipbl_dep_g2_one_sister_labelled	0.799744386882722	0.227276	Fig1e, Fig EV4h
220919_5618_2045_nipbl_dep_hemi_ro_15h_rel_cycb1_zoom4_8_rep1-161.czi #12.tif_registered.tif	nipbl_dep_g2_one_sister_labelled	0.840150111823401	0.121056	Fig1e, Fig EV4h
